id,likes,Checkins,Returns,Category,commBase,comm24,comm24,comm24_1,diff2448,baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output
101,634995,0,463,1,6,0,0,6,-6,46,70,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
102,634995,0,463,1,3,0,0,3,-3,43,170,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
103,634995,0,463,1,83,7,7,77,-69,40,172,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
104,634995,0,463,1,0,0,0,0,0,10,147,5,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
105,634995,0,463,1,1,0,0,1,-1,39,96,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,634995,0,463,1,1,0,0,1,-1,50,81,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,634995,0,463,1,0,0,0,0,0,24,210,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
108,634995,0,463,1,0,0,0,0,0,57,49,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
109,634995,0,463,1,5,0,0,5,-5,42,118,6,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110,634995,0,463,1,11,11,11,4,11,36,144,21,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
111,634995,0,463,1,0,0,0,0,0,3,79,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
112,634995,0,463,1,1,1,1,1,1,16,136,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
113,634995,0,463,1,0,0,0,0,0,42,150,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
114,634995,0,463,1,0,0,0,0,0,14,195,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,634995,0,463,1,2,0,0,2,-1,50,51,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,634995,0,463,1,0,0,0,0,0,35,127,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
117,634995,0,463,1,6,6,6,6,6,1,114,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
118,634995,0,463,1,0,0,0,0,0,44,115,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,634995,0,463,1,2,2,2,2,2,19,34,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120,634995,0,463,1,0,0,0,0,0,17,107,4,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
121,634995,0,463,1,25,7,7,24,-11,27,75,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
122,634995,0,463,1,1,0,0,1,0,62,203,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
123,634995,0,463,1,806,806,806,806,806,18,66,33,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,342
124,634995,0,463,1,2,1,1,1,1,69,100,4,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
125,634995,0,463,1,2,1,1,1,0,33,110,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,634995,0,463,1,103,4,4,86,-26,66,36,18,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,634995,0,463,1,1,0,0,1,-1,47,89,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
128,634995,0,463,1,1,1,1,1,1,11,74,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
129,634995,0,463,1,0,0,0,0,0,48,182,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,634995,0,463,1,2,0,0,2,-2,38,108,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,634995,0,463,1,2,0,0,2,-1,65,86,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
132,634995,0,463,1,3,3,3,3,3,2,209,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
133,634995,0,463,1,3,2,2,2,1,32,106,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,634995,0,463,1,0,0,0,0,0,23,57,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
135,3995273,0,297147,4,1180,235,235,1100,-710,42,38,1197,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35
136,3995273,0,297147,4,462,462,462,462,462,17,26,230,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92
137,3995273,0,297147,4,2007,415,415,1771,-1177,41,26,1367,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51
138,3995273,0,297147,4,339,339,339,339,339,15,65,1023,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119
139,3995273,0,297147,4,542,5,5,473,-75,70,74,523,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
140,3995273,0,297147,4,241,54,54,230,-133,35,0,277,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
141,3995273,0,297147,4,946,426,426,909,-94,28,41,535,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,71
142,3995273,0,297147,4,714,144,144,689,-426,33,19,204,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
143,3995273,0,297147,4,1001,68,68,924,-543,49,14,353,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
144,3995273,0,297147,4,198,198,198,198,198,17,61,173,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30
145,3995273,0,297147,4,690,24,24,641,-214,52,56,383,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
146,3995273,0,297147,4,352,48,48,323,-256,44,14,412,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
147,3995273,0,297147,4,784,15,15,719,-103,68,51,280,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
148,3995273,0,297147,4,273,32,32,252,-209,42,96,222,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10
149,3995273,0,297147,4,251,13,13,224,-61,54,96,146,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
150,3995273,0,297147,4,992,992,992,992,992,16,43,1972,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,409
151,3995273,0,297147,4,1639,121,121,1400,-173,59,11,339,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28
152,3995273,0,297147,4,515,515,515,515,515,3,37,545,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,372
153,3995273,0,297147,4,567,55,55,534,-457,44,37,206,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23
154,3995273,0,297147,4,311,311,311,311,311,13,82,398,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,102
155,3995273,0,297147,4,315,115,115,310,-85,27,28,271,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26
156,3995273,0,297147,4,881,881,881,881,881,10,48,4340,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,431
157,3995273,0,297147,4,756,32,32,706,-237,51,19,217,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
158,3995273,0,297147,4,509,13,13,474,-38,63,14,154,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
159,3995273,0,297147,4,1003,89,89,807,-103,66,50,1967,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
160,3995273,0,297147,4,200,200,200,200,200,5,78,412,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,145
161,3995273,0,297147,4,855,17,17,774,-103,65,14,307,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
162,3995273,0,297147,4,489,24,24,437,-53,58,22,173,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
163,3995273,0,297147,4,188,188,188,188,188,8,48,263,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90
164,3995273,0,297147,4,587,587,587,587,587,2,14,259,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760
165,3995273,0,297147,4,582,162,162,521,-258,38,196,1082,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57
166,3995273,0,297147,4,752,752,752,752,752,8,328,1790,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,501
167,3995273,0,297147,4,459,67,67,413,-325,46,19,334,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
168,3995273,0,297147,4,496,79,79,486,-338,36,94,686,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15
169,3995273,0,297147,4,473,473,473,473,473,21,43,163,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56
170,3995273,0,297147,4,474,143,143,459,-188,29,14,324,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31
171,3995273,0,297147,4,302,302,302,302,302,1,37,623,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,642
172,3995273,0,297147,4,1846,241,241,1605,-1364,48,21,632,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43
173,3995273,0,297147,4,835,835,835,835,835,8,14,604,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320
174,3995273,0,297147,4,1033,285,285,943,-463,33,20,153,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55
175,3995273,0,297147,4,145,35,35,143,-75,35,70,98,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
176,3995273,0,297147,4,745,745,745,745,745,20,40,390,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128
177,3995273,0,297147,4,782,782,782,782,782,16,14,1148,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,233
178,3995273,0,297147,4,552,62,62,527,-428,42,19,238,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20
179,3995273,0,297147,4,235,235,235,235,235,10,75,196,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53
180,3995273,0,297147,4,620,620,620,620,620,24,19,318,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53
181,3995273,0,297147,4,480,480,480,480,480,4,28,389,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,280
182,3995273,0,297147,4,1240,1240,1240,1240,1240,21,26,458,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200
183,3995273,0,297147,4,177,177,177,177,177,6,14,336,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,94
184,3995273,0,297147,4,226,51,51,198,-124,38,27,97,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11
185,3995273,0,297147,4,1521,536,536,1437,-449,30,28,506,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,161
186,3995273,0,297147,4,1278,148,148,1155,-982,46,25,534,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,58
187,3995273,0,297147,4,271,2,2,259,-48,60,53,105,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
188,3995273,0,297147,4,109,109,109,109,109,23,110,53,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
189,3995273,0,297147,4,1345,1345,1345,1345,1345,12,21,346,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,187
190,3995273,0,297147,4,493,7,7,463,-44,66,66,316,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
191,3995273,0,297147,4,176,27,27,171,-122,34,98,104,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
192,3995273,0,297147,4,437,55,55,400,-327,45,0,182,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17
193,3995273,0,297147,4,533,11,11,474,-37,72,21,210,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
194,3995273,0,297147,4,43,1,1,38,-13,56,110,4,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,3995273,0,297147,4,147,147,147,147,147,3,0,823,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,206
196,3995273,0,297147,4,124,124,124,124,124,2,38,451,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,173
197,3995273,0,297147,4,844,120,120,784,-604,41,15,283,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34
198,3995273,0,297147,4,115,115,115,115,115,1,291,277,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,189
199,3995273,0,297147,4,579,31,31,526,-76,56,21,153,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
200,3995273,0,297147,4,363,363,363,363,363,19,48,400,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91
201,3995273,0,297147,4,312,19,19,276,-47,63,11,122,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
202,3995273,0,297147,4,888,496,496,856,104,32,227,2009,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105
203,3995273,0,297147,4,360,360,360,360,360,24,21,611,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49
204,3995273,0,297147,4,1695,211,211,1439,-718,50,11,603,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,64
205,3995273,0,297147,4,425,16,16,375,-29,69,25,275,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
206,3995273,0,297147,4,259,5,5,226,-28,69,133,324,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
207,3995273,0,297147,4,313,35,35,259,-66,54,34,195,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
208,3995273,0,297147,4,318,318,318,318,318,20,17,128,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48
209,3995273,0,297147,4,293,103,103,285,-87,31,0,213,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25
210,3995273,0,297147,4,819,61,61,707,-187,56,37,293,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18
211,3995273,0,297147,4,226,59,59,202,-108,43,36,285,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13
212,3995273,0,297147,4,518,518,518,518,518,13,15,218,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,156
213,798622,0,34668,5,3,2,2,2,1,28,718,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,798622,0,34668,5,88,0,0,82,-9,60,392,11,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215,798622,0,34668,5,202,17,17,185,-93,49,66,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
216,798622,0,34668,5,0,0,0,0,0,58,307,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
217,798622,0,34668,5,7,7,7,7,7,20,135,31,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
218,798622,0,34668,5,0,0,0,0,0,0,937,165,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35
219,798622,0,34668,5,1,0,0,1,-1,50,351,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,798622,0,34668,5,37,37,37,37,37,9,156,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
221,798622,0,34668,5,462,31,31,408,-47,60,80,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,798622,0,34668,5,0,0,0,0,0,19,317,5,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,798622,0,34668,5,4,0,0,4,-1,68,2440,82,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224,798622,0,34668,5,0,0,0,0,0,15,2609,54,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
225,798622,0,34668,5,7,0,0,7,0,69,294,50,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
226,798622,0,34668,5,60,60,60,60,60,3,247,3,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27
227,798622,0,34668,5,3,0,0,3,-3,27,1340,15,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
